gene_ID subst L_accius P_sennae L_sinapis C_cecrops D_plexippus H_melpomene P_machaon B_mori
NM_001043989.1 dN.dnd 0.0567643 0.0221771 0.0359084 0.000541385 0.0124953 0.000316897 0.0939001 0.0304166
NM_001043989.1 dS.dnd 0.544469 0.525854 0.615497 0.523 0.74806 0.490424 0.563815 0.28918
NM_001044011.1 dS.dnd 0.705975 0.55918 0.668826 0.696514 0.616363 0.735264 0.614573 0.380626
NM_001044011.1 dN.dnd 0.197763 0.215364 0.257949 0.22486 0.213999 0.24725 0.161056 0.106904
NM_001044019.1 dS.dnd 0.586765 0.417526 0.528111 0.712751 0.587663 0.563333 0.543852 0.329623
NM_001044019.1 dN.dnd 0.00206616 0.00614679 0.00830168 0.0124118 0.00639426 0.00728133 0.00925667 0.00736305
NM_001044037.1 dN.dnd 0.0133587 0.0114994 0.0332007 0.0380634 0.0215448 0.00959187 0.0301817 0.0165663
NM_001044037.1 dS.dnd 0.512547 0.439408 0.581947 0.582328 0.584899 0.502411 0.48853 0.335222
NM_001044043.1 dN.dnd 0.00568963 0.00366813 0.01382 0.00396788 0.00370965 0.0134074 0.01333 0.00739583
NM_001044043.1 dS.dnd 0.378317 0.260704 0.519895 0.507466 0.501732 0.435424 0.421618 0.222204
NM_001044055.1 dN.dnd 0.00792699 0.000230465 0.000535965 0.000840737 0.000422299 0.000341935 0.00105542 0.00872171
NM_001044055.1 dS.dnd 0.355017 0.293835 0.615993 0.445873 0.369204 0.326765 0.441113 0.23295
NM_001044057.1 dS.dnd 0.486698 0.353902 0.56295 0.621199 0.426978 0.547412 0.48524 0.297619
NM_001044057.1 dN.dnd 0.0187748 0.0134416 0.0389302 0.00718797 0.0160563 0.0310272 0.0152652 0.0188648
NM_001044059.1 dS.dnd 0.536509 0.394516 0.527872 0.457288 0.51937 0.49884 0.475128 0.287336
NM_001044059.1 dN.dnd 0.0163645 0.00540093 0.031593 0.0407864 0.0134584 0.0294003 0.0266738 0.0129174
NM_001044063.2 dS.dnd 0.415747 0.360402 0.507514 0.550053 0.36352 0.386905 0.452433 0.317484
NM_001044063.2 dN.dnd 0.000395064 0.000293557 0.000472492 0.00552156 0.0256932 0.0100656 0.000470157 0.00448132
NM_001044069.1_2 dN.dnd 0.0732339 0.0436191 0.0552093 0.0787057 0.0901656 0.0566391 0.0628145 0.0487524
NM_001044069.1_2 dS.dnd 0.470506 0.465437 0.568519 0.558665 0.574783 0.568901 0.539771 0.318238
NM_001044073.1 dS.dnd 0.398759 0.253387 0.542303 0.529995 0.364598 0.52654 0.400222 0.271182
NM_001044073.1 dN.dnd 0.0106595 0.00591357 0.0130607 0.000637578 0.00721841 0.000347027 0.000395205 0.00189179
NM_001044075.1 dS.dnd 0.571192 0.426735 0.604133 0.661139 0.504233 0.527589 0.575889 0.335869
NM_001044075.1 dN.dnd 0.0165736 0.0232324 0.0276947 0.0582436 0.0147412 0.00875049 0.020957 0.00921527
NM_001044077.1 dN.dnd 0.0238738 0.0403527 0.0294157 0.0345538 0.0286508 0.0316698 0.0158276 0.0200382
NM_001044077.1 dS.dnd 0.646849 0.489103 0.642448 0.775417 0.567441 0.60124 0.628527 0.34766
NM_001044079.1 dN.dnd 0.0382335 0.0220577 0.0356007 0.0546717 0.0223531 0.038307 0.0571763 0.0211715
NM_001044079.1 dS.dnd 0.633524 0.388818 0.616895 0.56188 0.519003 0.586792 0.595217 0.332203
NM_001044087.1 dN.dnd 0.011663 0.00497607 0.0389337 0.0222354 0.0223869 0.0161016 0.0252682 0.00647929
NM_001044087.1 dS.dnd 0.582728 0.494198 0.618558 0.677013 0.518223 0.581276 0.521804 0.345858
NM_001044091.1 dN.dnd 0.0396722 0.0138353 0.0286263 0.0484478 0.0244512 0.0396815 0.04429 0.0146412
NM_001044091.1 dS.dnd 0.480183 0.301374 0.53323 0.656441 0.467944 0.529174 0.442633 0.327772
NM_001044099.1 dN.dnd 0.000451404 0.000331961 0.0061431 0.0043056 0.00220309 0.000410317 0.00222428 0.00133306
NM_001044099.1 dS.dnd 0.462199 0.309168 0.541898 0.482357 0.44388 0.411145 0.442457 0.281225
NM_001044101.1 dS.dnd 0.427187 0.381095 0.506469 0.479565 0.452059 0.326773 0.388169 0.291318
NM_001044101.1 dN.dnd 0.00584506 0.0062963 0.0237596 0.0211761 0.0113539 0.00423014 0.012718 0.00671005
NM_001044105.1 dN.dnd 0.000518316 0.00693051 0.00061136 0.000616768 0.000418861 0.000346917 0.00377829 0.000337473
NM_001044105.1 dS.dnd 0.432485 0.375274 0.511862 0.465631 0.416335 0.446249 0.456175 0.288461
NM_001044111.1 dS.dnd 0.424583 0.46827 0.55343 0.533418 0.496137 0.364455 0.469522 0.27313
NM_001044111.1 dN.dnd 0.0153358 0.00827802 0.0135783 0.0172863 0.0269997 0.0136221 0.0140445 0.0194665
NM_001044121.1 dN.dnd 0.0229365 0.00956532 0.030902 0.0256081 0.0324409 0.0255184 0.0579872 0.0282058
NM_001044121.1 dS.dnd 0.637485 0.434998 0.553704 0.527534 0.572555 0.455864 0.517123 0.241952
NM_001044123.2 dS.dnd 0.678905 0.500656 0.571606 0.578871 0.333594 0.502128 0.625864 0.257792
NM_001044123.2 dN.dnd 0.00217361 0.00956489 0.00711889 0.00902956 0.0059855 0.00992275 0.00735684 0.00702657
NM_001044131.1 dN.dnd 0.0328389 0.031371 0.0472123 0.044175 0.0250234 0.0163382 0.0300651 0.0299302
NM_001044131.1 dS.dnd 0.534312 0.422523 0.542561 0.544477 0.508298 0.437898 0.475721 0.318445
NM_001044137.1 dN.dnd 0.0178722 0.0189294 0.0377114 0.0137932 0.013269 0.0177652 0.0155815 0.0109677
NM_001044137.1 dS.dnd 0.601252 0.346108 0.45778 0.697201 0.514233 0.525169 0.514824 0.350768
NM_001044145.1 dN.dnd 0.0669295 0.0987004 0.10998 0.118056 0.168094 0.116032 0.146026 0.0544135
NM_001044145.1 dS.dnd 0.597061 0.458218 0.609842 0.741257 0.573449 0.527791 0.651327 0.324158
NM_001044147.1 dS.dnd 0.46591 0.429729 0.535329 0.674309 0.529244 0.506932 0.493789 0.293189
NM_001044147.1 dN.dnd 0.00778609 0.000291165 0.000572458 0.000683611 0.000460394 0.00280816 0.000749111 0.00135322
NM_001044163.1 dS.dnd 0.451555 0.397579 0.536897 0.53104 0.458543 0.468446 0.3959 0.282801
NM_001044163.1 dN.dnd 0.00215772 0.00107415 0.0084579 0.0059527 0.00872757 0.000467783 0.00295716 0.00403793
NM_001044179.1 dN.dnd 0.0213364 0.0103236 0.0183164 0.0395798 0.00754157 0.0141192 0.0104578 0.0138947
NM_001044179.1 dS.dnd 0.53367 0.389184 0.493537 0.576987 0.441299 0.382174 0.474709 0.284428
NM_001044183.1 dS.dnd 0.564248 0.457014 0.540603 0.600371 0.577933 0.410657 0.576083 0.337283
NM_001044183.1 dN.dnd 0.0308173 0.0182164 0.0156862 0.0518063 0.0198837 0.0340283 0.0348539 0.0242299
NM_001044191.1 dN.dnd 0.00189233 0.00605364 0.0124953 0.00655855 0.0106663 0.0100991 0.00825587 0.00876439
NM_001044191.1 dS.dnd 0.476022 0.315303 0.52999 0.505834 0.463567 0.506768 0.456061 0.272929
NM_001044195.1 dS.dnd 0.557316 0.387251 0.576022 0.633461 0.397985 0.438148 0.486792 0.260558
NM_001044195.1 dN.dnd 0.036569 0.0246894 0.0335695 0.0549623 0.0452457 0.0512139 0.0469698 0.0280425
NM_001044199.1 dN.dnd 0.0460067 0.0221987 0.0455595 0.0475116 0.0672527 0.0397824 0.038648 0.0290706
NM_001044199.1 dS.dnd 0.551469 0.393793 0.565478 0.626349 0.516801 0.48364 0.540276 0.357284
NM_001044203.1 dN.dnd 0.0274847 0.0140845 0.0396165 0.0357361 0.0177227 0.0144709 0.0343239 0.0150575
NM_001044203.1 dS.dnd 0.591514 0.363233 0.600886 0.562585 0.567938 0.532518 0.463596 0.304853
NM_001044213.1 dN.dnd 0.0137688 0.00487523 0.0173958 0.00594023 0.00717194 0.0103969 0.0145493 0.00859279
NM_001044213.1 dS.dnd 0.487817 0.367107 0.507684 0.55253 0.445203 0.397889 0.507023 0.316008
NM_001045492.1 dN.dnd 0.0792997 0.119238 0.0555751 0.0786209 0.0437746 0.0431643 0.052979 0.034655
NM_001045492.1 dS.dnd 0.552479 0.617483 0.59514 0.664775 0.545832 0.524487 0.666656 0.358651
NM_001046638.1 dS.dnd 0.630113 0.368998 0.484496 0.632613 0.533303 0.681271 0.619496 0.341927
NM_001046638.1 dN.dnd 0.0146707 0.00742755 0.0488101 0.0621444 0.0404907 0.0318814 0.0278116 0.0634511
NM_001046639.1 dS.dnd 0.612573 0.487455 0.592695 0.642485 0.524979 0.552456 0.624412 0.308485
NM_001046639.1 dN.dnd 0.137713 0.0548124 0.0562753 0.0950281 0.0526682 0.0642264 0.0671408 0.0395595
NM_001046642.1 dS.dnd 0.572274 0.409252 0.542331 0.617883 0.551796 0.495894 0.574544 0.341192
NM_001046642.1 dN.dnd 0.0227107 0.0201327 0.0145672 0.0221787 0.00734828 0.0112428 0.0127771 0.00708525
NM_001046643.1_2 dS.dnd 0.573097 0.466578 0.533234 0.642886 0.552097 0.508538 0.537236 0.309115
NM_001046643.1_2 dN.dnd 0.0295118 0.0137389 0.0222152 0.0330674 0.023967 0.0172694 0.0319706 0.0135601
NM_001046644.1 dS.dnd 0.530398 0.416549 0.549277 0.613617 0.562833 0.502577 0.556937 0.334735
NM_001046644.1 dN.dnd 0.0149317 0.00540283 0.0059459 0.00814781 0.0109521 0.00560103 0.0194992 0.00767637
NM_001046647.1 dN.dnd 0.0394978 0.0100121 0.0441174 0.072912 0.025918 0.0209047 0.0405577 0.0161395
NM_001046647.1 dS.dnd 0.516159 0.340099 0.52616 0.556023 0.501388 0.541678 0.494053 0.311736
NM_001046650.1 dN.dnd 0.11648 0.0604659 0.108531 0.134061 0.102882 0.0934033 0.0938663 0.0637361
NM_001046650.1 dS.dnd 0.526728 0.503528 0.683648 0.693811 0.5809 0.538072 0.545726 0.342143
NM_001046652.1 dS.dnd 0.593163 0.437347 0.501907 0.665834 0.539017 0.514374 0.514026 0.282979
NM_001046652.1 dN.dnd 0.0031192 0.00560347 0.0186563 0.00348736 0.0085627 0.00596478 0.0110445 0.00354113
NM_001046654.1 dS.dnd 0.650164 0.386326 0.570888 0.605958 0.551206 0.510364 0.494212 0.289434
NM_001046654.1 dN.dnd 0.0153615 0.0137049 0.0316429 0.0148796 0.0113828 0.0120726 0.0123193 0.0111187
NM_001046655.2 dS.dnd 0.571692 0.477779 0.565036 0.70363 0.651188 0.542473 0.528156 0.31643
NM_001046655.2 dN.dnd 0.0850856 0.0574829 0.0884432 0.0884825 0.0854456 0.0764499 0.0744956 0.0666468
NM_001046656.1 dN.dnd 0.0917283 0.0707068 0.131353 0.131538 0.104743 0.110221 0.108405 0.0427324
NM_001046656.1 dS.dnd 0.678763 0.439152 0.577154 0.636918 0.569077 0.471969 0.532966 0.345067
NM_001046658.1 dN.dnd 0.0140815 0.0214208 0.0176191 0.0236005 0.0141024 0.0162553 0.0206815 0.00994649
NM_001046658.1 dS.dnd 0.599636 0.453 0.476296 0.534458 0.513632 0.475252 0.560012 0.298887
NM_001046659.1 dN.dnd 0.0868537 0.0158847 0.073883 0.0423058 0.0796471 0.039172 0.0432484 0.0357711
NM_001046659.1 dS.dnd 0.590549 0.429675 0.623304 0.591355 0.666916 0.499595 0.447965 0.313801
NM_001046660.1 dS.dnd 0.688366 0.461329 0.721861 0.635371 0.558807 0.497866 0.664371 0.356016
NM_001046660.1 dN.dnd 0.00583527 0.000344399 0.0151284 0.00680965 0.000619852 0.000543793 0.00565824 0.000862867
NM_001046661.1 dS.dnd 0.618729 0.468612 0.548204 0.600922 0.502481 0.598542 0.5338 0.33179
NM_001046661.1 dN.dnd 0.0140673 0.0173915 0.0242311 0.0209532 0.0171663 0.0140334 0.0208305 0.00956038
NM_001046663.1 dN.dnd 0.034431 0.0221454 0.0376777 0.0511977 0.0212516 0.0152918 0.0453265 0.0277271
NM_001046663.1 dS.dnd 0.614048 0.463164 0.604476 0.749978 0.608043 0.632185 0.562235 0.362547
NM_001046666.1 dS.dnd 0.52589 0.42321 0.594864 0.685138 0.513496 0.468795 0.606719 0.343006
NM_001046666.1 dN.dnd 0.0535919 0.0384599 0.0364783 0.0660506 0.0501975 0.0420852 0.0502203 0.0238966
NM_001046667.1 dS.dnd 0.513133 0.389249 0.607883 0.605219 0.564541 0.510943 0.536737 0.371602
NM_001046667.1 dN.dnd 0.039211 0.0207886 0.0248395 0.0414712 0.0207945 0.0177706 0.0222428 0.0140093
NM_001046669.2 dS.dnd 0.490128 0.416691 0.542058 0.656226 0.491009 0.518393 0.514067 0.300471
NM_001046669.2 dN.dnd 0.0215693 0.00386134 0.0188486 0.022953 0.0197204 0.0203909 0.014915 0.0162607
NM_001046673.1 dN.dnd 0.044438 0.0186506 0.0243164 0.069136 0.0225779 0.00307521 0.069027 0.0059118
NM_001046673.1 dS.dnd 0.474872 0.262937 0.499078 0.448444 0.408559 0.401391 0.459578 0.21243
NM_001046677.1 dS.dnd 0.60467 0.509168 0.556191 0.604552 0.577228 0.685044 0.607925 0.333816
NM_001046677.1 dN.dnd 0.169447 0.072899 0.0982182 0.191055 0.110074 0.107667 0.187359 0.0656104
NM_001046678.1 dS.dnd 0.367794 0.486472 0.52402 0.45166 0.501831 0.545045 0.452985 0.411787
NM_001046678.1 dN.dnd 0.0771412 0.0458965 0.0916932 0.105124 0.132916 0.0621279 0.0722295 0.0252318
NM_001046682.1 dN.dnd 0.0111161 0.00731926 0.000721941 0.0207439 0.00829485 0.00776159 0.0146343 0.0109385
NM_001046682.1 dS.dnd 0.666922 0.436784 0.602757 0.759596 0.575308 0.546716 0.508077 0.367189
NM_001046688.1 dS.dnd 0.598103 0.389294 0.577193 0.63098 0.525554 0.484991 0.504512 0.323241
NM_001046688.1 dN.dnd 0.0294867 0.0131607 0.0568923 0.0348626 0.0150416 0.0176961 0.0228825 0.0169024
NM_001046691.1 dS.dnd 0.468262 0.372359 0.489161 0.44332 0.543459 0.460976 0.434362 0.274263
NM_001046691.1 dN.dnd 0.00951784 0.00358551 0.00666794 0.00560633 0.0400329 0.0143077 0.00369973 0.00174164
NM_001046698.1 dS.dnd 0.647981 0.446208 0.552411 0.629376 0.479673 0.454729 0.496957 0.3184
NM_001046698.1 dN.dnd 0.0724862 0.0542011 0.0810002 0.135196 0.091163 0.043155 0.0834507 0.0518238
NM_001046699.1 dS.dnd 0.124429 0.179536 0.366684 0.298115 0.278789 0.121593 0.177358 0.264132
NM_001046699.1 dN.dnd 0.000373073 0.00380304 0.0182813 0.000542955 0.000372009 0.00388976 0.00396395 0.000297305
NM_001046701.1 dN.dnd 0.011623 0.00482102 0.0141184 0.0144633 0.0143537 0.00796898 0.015252 0.00654702
NM_001046701.1 dS.dnd 0.588604 0.461729 0.532006 0.578576 0.587395 0.478329 0.670447 0.322196
NM_001046702.1 dS.dnd 0.539219 0.466641 0.625247 0.774389 0.655084 0.572867 0.589835 0.376089
NM_001046702.1 dN.dnd 0.0539709 0.0400245 0.0604799 0.180933 0.0507321 0.0219842 0.0431494 0.015141
NM_001046703.1 dS.dnd 0.404328 0.421147 0.548535 0.413116 0.46098 0.396881 0.409524 0.291487
NM_001046703.1 dN.dnd 0.000498399 0.000267545 0.00653541 0.00371914 0.00368684 0.000555493 0.000479685 0.00358588
NM_001046705.1 dS.dnd 0.568325 0.521673 0.566264 0.572829 0.587167 0.547875 0.634784 0.309188
NM_001046705.1 dN.dnd 0.0100279 0.0168002 0.0176819 0.0203789 0.0229403 0.00844401 0.0238775 0.0101437
NM_001046707.1 dN.dnd 0.0862133 0.0172508 0.0418541 0.0796597 0.0184715 0.0403393 0.0215883 0.0212814
NM_001046707.1 dS.dnd 0.636498 0.381024 0.592555 0.604662 0.58038 0.505199 0.561922 0.312884
NM_001046708.1 dN.dnd 0.0042138 0.0187311 0.0076922 0.00734191 0.0112278 0.00192129 0.00692155 0.00701802
NM_001046708.1 dS.dnd 0.503919 0.3912 0.623725 0.655636 0.813064 0.486534 0.684762 0.278701
NM_001046711.1 dN.dnd 0.0688303 0.0567914 0.0883177 0.0801609 0.0629285 0.0299832 0.0429061 0.0341179
NM_001046711.1 dS.dnd 0.630502 0.452761 0.597662 0.668715 0.536631 0.369764 0.493233 0.375462
NM_001046714.1 dS.dnd 0.716261 0.481027 0.545607 0.632942 0.490663 0.55208 0.653752 0.303611
NM_001046714.1 dN.dnd 0.00339553 0.00290135 0.00582918 0.00747702 0.036021 0.0039791 0.0116936 0.00977239
NM_001046719.1 dN.dnd 0.0554115 0.0611949 0.0574752 0.0384093 0.0682213 0.0661783 0.0691646 0.0354574
NM_001046719.1 dS.dnd 0.502776 0.556183 0.591158 0.700908 0.652026 0.51184 0.55412 0.3366
NM_001046720.1 dS.dnd 0.661671 0.429037 0.614289 0.646306 0.620888 0.524741 0.569287 0.321058
NM_001046720.1 dN.dnd 0.0263744 0.0211791 0.0616335 0.0573153 0.0255058 0.0423665 0.0415416 0.033029
NM_001046721.1 dS.dnd 0.450729 0.521789 0.533652 0.496334 0.538608 0.614235 0.441066 0.357319
NM_001046721.1 dN.dnd 0.0227571 0.0173772 0.0442623 0.0648485 0.0296054 0.031945 0.0348028 0.0383963
NM_001046726.1 dS.dnd 0.608051 0.549294 0.671802 0.657966 0.585412 0.635896 0.62188 0.390976
NM_001046726.1 dN.dnd 0.082006 0.0465655 0.0500919 0.07005 0.0485144 0.0667716 0.0698855 0.0564526
NM_001046729.1 dS.dnd 0.592583 0.426677 0.553669 0.640185 0.539004 0.548159 0.596713 0.300756
NM_001046729.1 dN.dnd 0.0713937 0.0602412 0.0676308 0.0847238 0.0812537 0.0641331 0.0686676 0.0334591
NM_001046731.1 dS.dnd 0.530176 0.417468 0.636963 0.613237 0.569023 0.448515 0.545864 0.347533
NM_001046731.1 dN.dnd 0.0311033 0.0286223 0.0464258 0.0282475 0.0219683 0.0288616 0.029182 0.032071
NM_001046735.1 dN.dnd 0.0578506 0.0315697 0.0854263 0.113574 0.0207414 0.0864298 0.051997 0.0358918
NM_001046735.1 dS.dnd 0.580464 0.531987 0.599623 0.62036 0.558768 0.519898 0.579816 0.329764
NM_001046737.1 dS.dnd 0.692659 0.412966 0.487591 0.610462 0.722592 0.520546 0.474139 0.328342
NM_001046737.1 dN.dnd 0.0399797 0.00670891 0.00127959 0.0353911 0.0448787 0.0399695 0.00814602 0.0161704
NM_001046739.1 dS.dnd 0.567949 0.493266 0.577657 0.624336 0.503113 0.456982 0.53161 0.330786
NM_001046739.1 dN.dnd 0.0126921 0.00411875 0.0194054 0.0159939 0.00427055 0.00194638 0.0114998 0.00645968
NM_001046740.1 dN.dnd 0.131704 0.0539407 0.0992243 0.0689859 0.0871814 0.0642786 0.074449 0.0535813
NM_001046740.1 dS.dnd 0.550782 0.491192 0.584271 0.709483 0.547969 0.467126 0.618795 0.30469
NM_001046741.1 dN.dnd 0.0580731 0.0313383 0.0223374 0.0628815 0.0773028 0.126582 0.0631326 0.0816358
NM_001046741.1 dS.dnd 0.704538 0.48295 0.597552 0.77785 0.625853 0.649905 0.697002 0.429334
NM_001046744.1 dS.dnd 0.588287 0.477903 0.635023 0.605087 0.588958 0.495277 0.49563 0.274273
NM_001046744.1 dN.dnd 0.00278358 0.005445 0.0260731 0.0170321 0.0242989 0.00957178 0.0130491 0.00710091
NM_001046745.1 dS.dnd 0.501083 0.46021 0.686746 0.643412 0.632443 0.493125 0.617588 0.333778
NM_001046745.1 dN.dnd 0.0459023 0.0140608 0.0474353 0.0559822 0.0363113 0.0346471 0.0277171 0.0247146
NM_001046747.1 dN.dnd 0.0281505 0.0521973 0.0401548 0.0633668 0.0682384 0.0254982 0.077609 0.0299885
NM_001046747.1 dS.dnd 0.522307 0.308188 0.530366 0.453309 0.499519 0.475434 0.488435 0.323795
NM_001046748.1 dN.dnd 0.0485493 0.0372224 0.0420688 0.040032 0.0484058 0.0556781 0.0484989 0.0413758
NM_001046748.1 dS.dnd 0.579088 0.396431 0.549297 0.556772 0.556536 0.533259 0.546863 0.302832
NM_001046749.1 dN.dnd 0.0386991 0.0157981 0.040614 0.042132 0.0261623 0.0177296 0.0216816 0.0235966
NM_001046749.1 dS.dnd 0.490801 0.420229 0.673821 0.655884 0.564498 0.472521 0.541493 0.285359
NM_001046752.1 dS.dnd 0.633164 0.499889 0.603763 0.673304 0.688883 0.490562 0.466101 0.329776
NM_001046752.1 dN.dnd 0.0509163 0.026826 0.0599218 0.0764157 0.072443 0.0455723 0.0330277 0.0517884
NM_001046754.1 dS.dnd 0.635536 0.485434 0.582976 0.637011 0.583821 0.508927 0.517957 0.321249
NM_001046754.1 dN.dnd 0.0824935 0.0259324 0.0543909 0.125358 0.0776566 0.0713423 0.0576593 0.0124686
NM_001046757.1 dN.dnd 0.0581833 0.0290293 0.0526331 0.0677753 0.0463233 0.0591306 0.0476043 0.0410436
NM_001046757.1 dS.dnd 0.501574 0.410145 0.55725 0.619378 0.532983 0.459376 0.53039 0.306477
NM_001046758.1 dN.dnd 0.0241194 0.0022291 0.0195151 0.0044959 0.00816156 0.0100877 0.00689167 0.00269165
NM_001046758.1 dS.dnd 0.515673 0.330537 0.656704 0.489367 0.528344 0.441283 0.484247 0.332027
NM_001046765.1 dN.dnd 0.0594453 0.0989023 0.113124 0.0776519 0.0688431 0.0887918 0.0846591 0.0537818
NM_001046765.1 dS.dnd 0.528598 0.496758 0.557497 0.789126 0.539099 0.476432 0.649748 0.34603
NM_001046768.1 dS.dnd 0.351076 0.20732 0.412646 0.476735 0.257085 0.265533 0.326852 0.330483
NM_001046768.1 dN.dnd 0.0350623 0.00938699 0.0323082 0.0458166 0.00898283 0.00658373 0.0164339 0.0105828
NM_001046773.1 dN.dnd 0.0137092 0.00545676 0.0041551 0.00947318 0.00704258 0.00693983 0.0071392 0.00187895
NM_001046773.1 dS.dnd 0.601261 0.423808 0.482262 0.679283 0.486277 0.452258 0.477043 0.306188
NM_001046776.1 dS.dnd 0.601571 0.303655 0.467582 0.616082 0.470301 0.453317 0.575486 0.281729
NM_001046776.1 dN.dnd 0.00737753 0.000240872 0.000504613 0.00292445 0.000431092 0.00735804 0.00292392 0.00545395
NM_001046777.1 dS.dnd 0.68332 0.423444 0.618983 0.719309 0.609056 0.515409 0.564727 0.338494
NM_001046777.1 dN.dnd 0.0377784 0.0328941 0.0348604 0.0340022 0.0401827 0.0302383 0.0398052 0.0352464
NM_001046781.1 dS.dnd 0.628982 0.535007 0.674269 0.644671 0.53358 0.533262 0.506569 0.328432
NM_001046781.1 dN.dnd 0.0476826 0.0786557 0.0423139 0.137296 0.0532723 0.0666918 0.0577438 0.0288886
NM_001046786.1 dS.dnd 0.518968 0.404283 0.489879 0.445889 0.451619 0.656429 0.478322 0.294711
NM_001046786.1 dN.dnd 0.0145645 0.0281666 0.018584 0.0271378 0.0245387 0.0201605 0.0282146 0.0153251
NM_001046787.1 dS.dnd 0.576596 0.46703 0.605112 0.626939 0.511039 0.478415 0.562085 0.322843
NM_001046787.1 dN.dnd 0.0544791 0.0250688 0.0363817 0.0889771 0.0368329 0.0318213 0.0407634 0.022902
NM_001046789.1 dS.dnd 0.5168 0.428054 0.571737 0.469087 0.481672 0.605179 0.391319 0.334696
NM_001046789.1 dN.dnd 0.017653 0.00867959 0.00932513 0.0450406 0.00491884 0.000707766 0.0177609 0.0257782
NM_001046790.1 dS.dnd 0.511044 0.42302 0.647985 0.64528 0.547313 0.517681 0.543154 0.308719
NM_001046790.1 dN.dnd 0.0198047 0.0263261 0.0426426 0.0643114 0.0124752 0.014535 0.0344896 0.0362242
NM_001046796.1 dS.dnd 0.542835 0.385648 0.496427 0.617206 0.540425 0.475929 0.589049 0.369529
NM_001046796.1 dN.dnd 0.036485 0.0226357 0.00408203 0.000704403 0.00439557 0.0105881 0.00715434 0.0239022
NM_001046801.1 dS.dnd 0.568678 0.47237 0.578597 0.700988 0.609962 0.499441 0.552664 0.319533
NM_001046801.1 dN.dnd 0.054561 0.0478807 0.0824115 0.113521 0.0521651 0.0412536 0.0652931 0.0735671
NM_001046804.1 dN.dnd 0.0314824 0.011468 0.0323051 0.0450039 0.0507169 0.0262999 0.0188886 0.0377066
NM_001046804.1 dS.dnd 0.590748 0.487707 0.614732 0.643491 0.583201 0.51941 0.576153 0.370754
NM_001046805.1 dN.dnd 0.000369937 0.000526503 0.000662235 0.0417486 0.000493381 0.000293623 0.00809879 0.0092217
NM_001046805.1 dS.dnd 0.229493 0.300725 0.402934 0.389525 0.459053 0.325963 0.494043 0.256069
NM_001046808.1 dS.dnd 0.368184 0.331375 0.522212 0.530184 0.547013 0.52341 0.410129 0.236894
NM_001046808.1 dN.dnd 0.0197917 0.0324337 0.0518992 0.0190681 0.0273994 0.0122811 0.0306845 0.0232186
NM_001046809.1 dS.dnd 0.502358 0.354441 0.498349 0.574376 0.494407 0.398987 0.458932 0.322549
NM_001046809.1 dN.dnd 0.00252114 0.000248996 0.00880845 0.00269096 0.00043175 0.00687506 0.000446299 0.00564491
NM_001046810.1 dS.dnd 0.601786 0.44675 0.485739 0.551608 0.504497 0.616207 0.494477 0.280285
NM_001046810.1 dN.dnd 0.000471863 0.0102154 0.0104397 0.0203375 0.00537359 0.000394468 0.0151291 0.00233749
NM_001046813.1 dN.dnd 0.0299996 0.0285321 0.0827976 0.0360242 0.0262893 0.0323133 0.0284882 0.0195207
NM_001046813.1 dS.dnd 0.621693 0.497663 0.624149 0.619742 0.619218 0.476129 0.546804 0.339365
NM_001046815.1 dN.dnd 0.00292992 0.000323861 0.000616437 0.0123544 0.00065984 0.0026937 0.00292113 0.00391419
NM_001046815.1 dS.dnd 0.538331 0.419978 0.519754 0.563302 0.537422 0.477349 0.521451 0.278166
NM_001046816.1 dS.dnd 0.653844 0.436203 0.541527 0.636778 0.563007 0.531222 0.540199 0.298484
NM_001046816.1 dN.dnd 0.0378862 0.0326041 0.0445973 0.0695895 0.0465975 0.0522201 0.0406116 0.0272991
NM_001046818.1 dS.dnd 0.570361 0.459519 0.731531 0.552451 0.570466 0.477485 0.621896 0.343291
NM_001046818.1 dN.dnd 0.0378464 0.050028 0.0359884 0.0964926 0.0265962 0.014715 0.0380984 0.0182756
NM_001046821.1 dN.dnd 0.019023 0.0159394 0.0107367 0.0379341 0.0114338 0.00450969 0.0107289 0.00885581
NM_001046821.1 dS.dnd 0.484902 0.344037 0.505988 0.484741 0.434338 0.449591 0.456609 0.237707
