GeneID  node1 L_accius node2 node3 P_sennae L_sinapis node4 C_cecrops node5 D_plexippus H_melpomene P_machaon B_mori
NM_001046659.1  0.21139 0.05141 0.02814 999.00000 0.01007 0.08964 0.01287 0.03887 0.00010 0.02252 0.30907 0.07505 0.07688
NM_001046660.1  0.00010 0.00010 999.00000 0.00010 0.00010 0.00485 0.00010 0.00518 999.00000 0.00010 0.00010 0.00010 0.00313
NM_001046661.1  619.21356 0.01255 0.00010 0.00591 0.00647 0.00688 999.00000 0.02035 501.76677 0.01183 0.00350 0.00518 0.00517
NM_001046662.1  0.00010 0.01130 0.00990 0.00583 158.88177 0.00415 0.01038 0.00849 999.00000 0.00636 0.03339 0.00698 0.01893
NM_001046663.1  5.90704 0.01263 0.77821 16.52107 0.01711 0.01794 2.76732 0.00124 0.17315 0.01204 0.00488 0.02596 0.00085
NM_001046666.1  999.00000 0.05854 0.00010 0.84970 0.05118 0.01685 999.00000 0.04466 0.05607 0.05148 0.04780 0.02365 0.01971
NM_001046667.1  307.59831 0.07230 0.00010 733.07321 0.01515 0.00956 0.01334 0.04059 0.00772 0.00673 0.04028 0.01910 0.00681
NM_001046669.2  0.00010 0.02517 0.00010 0.06475 0.00281 0.01637 0.00010 0.00727 0.00865 0.02376 0.01510 0.01007 0.02643
NM_001046673.1  0.00010 0.05560 0.00010 0.00010 0.02759 0.04368 0.00010 0.03226 999.00000 0.01892 0.00010 0.05806 0.00354
NM_001046677.1  999.00000 0.31838 999.00000 0.03858 0.00958 0.02874 0.01411 0.06861 440.24813 0.01416 0.05259 0.11017 0.00862
NM_001046678.1  0.02959 0.28823 999.00000 0.01267 0.08823 0.04634 0.00010 0.11835 0.05217 0.12011 0.06761 0.09263 0.00722
NM_001046682.1  0.00010 0.00115 0.05866 0.00010 0.00920 0.00010 0.00010 0.00279 0.00078 0.00232 0.07379 0.15927 0.00031
NM_001046688.1  0.00370 0.03275 999.00000 999.00000 0.01535 0.04040 0.02252 0.01979 999.00000 0.01559 0.01445 0.03268 0.01640
NM_001046691.1  999.00000 0.00565 0.00010 999.00000 0.00478 0.00760 0.00010 0.00556 0.01606 0.05096 0.02267 0.00587 0.00281
NM_001046692.1  0.06367 0.11285 64.42195 10.00034 0.02308 0.00899 35.37629 0.06923 95.26355 0.08973 0.03150 0.15933 0.41630
NM_001046698.1  12.52643 0.01936 21.84904 0.04124 0.00064 0.01237 21.83665 0.17048 20.45901 0.00909 0.00049 0.02178 0.02634
NM_001046699.1  0.00010 0.00010 0.00010 0.00010 0.02079 0.04710 0.00010 0.00010 0.00010 0.00010 0.06330 0.02090 0.00010
NM_001046701.1  0.00630 0.00712 0.00010 0.00010 0.00308 0.00730 0.00010 0.00540 0.00010 0.00481 0.00788 0.00182 0.00578
NM_001046702.1  274.72824 0.05205 75.41046 0.04733 0.03457 0.03716 361.61694 0.04248 112.68991 0.01096 0.01552 0.03324 0.01355
NM_001046703.1  1.08593 0.00010 2.53577 0.00010 0.00010 0.00898 0.00010 0.00819 0.01427 0.00453 0.00010 0.00010 0.00622
NM_001046705.1  999.00000 0.00877 33.91985 0.00010 0.00938 0.01525 0.00010 0.02277 0.00010 0.01563 0.00422 0.01197 0.01067
NM_001046707.1  311.76209 0.02916 14.89926 999.00000 0.08775 0.01300 0.00010 0.04605 0.00307 300.53256 0.00061 0.00617 0.01330
NM_001046708.1  0.00010 2.54248 0.00010 0.00010 0.00860 0.00028 0.00010 0.64101 0.00010 0.00031 0.00010 0.00078 0.00437
NM_001046711.1  0.08037 0.03790 999.00000 0.13597 0.08247 0.07311 0.50922 0.06195 999.00000 0.06919 0.10812 0.05502 0.03280
NM_001046714.1  0.00010 0.00010 27.34438 0.00010 10.40881 0.00145 0.00010 0.00256 0.00010 0.08786 0.00145 0.00379 0.00712
NM_001046719.1  139.75140 0.06004 74.27127 65.12169 0.02127 0.01282 999.00000 0.00072 65.23311 0.02691 0.02494 0.01423 0.00347
NM_001046720.1  155.64150 0.00640 999.00000 158.29711 0.01335 0.05657 0.00021 0.04117 0.00015 20.25140 0.00751 0.02632 0.00099
NM_001046721.1  0.00699 0.02301 999.00000 0.01208 0.00018 999.00000 34.33147 0.09081 0.00537 0.03862 0.02218 999.00000 0.00106
NM_001046726.1  8.10075 0.03841 20.91875 0.01481 0.00075 1.32040 9.21565 0.03425 0.00029 0.00042 0.00128 0.05355 0.01522
NM_001046729.1  798.66341 0.01832 999.00000 0.00535 0.02782 0.01310 537.46540 0.01598 999.00000 0.01201 0.01463 0.02881 0.01478
NM_001046731.1  0.45628 0.03383 0.03953 0.02214 0.06033 0.00903 0.02106 0.02075 0.66533 0.01544 0.02611 0.00162 0.03031
NM_001046733.1  0.00163 0.06082 365.44647 999.00000 0.02082 0.00868 840.84114 0.01861 0.00010 0.03882 0.00545 0.02380 0.01590
NM_001046735.1  999.00000 0.11822 629.31063 0.00486 0.00990 0.23425 0.01281 0.13663 999.00000 0.02197 0.03066 0.02989 0.03378
NM_001046737.1  5.42755 0.01435 0.00941 0.02270 0.00383 0.00010 0.00010 0.02249 0.00070 0.00072 0.05148 0.02863 0.00058
NM_001046739.1  125.57850 0.00871 0.00010 0.03128 0.00113 0.01349 0.00010 0.00602 0.08912 0.00514 0.00010 0.00375 0.00220
NM_001046740.1  0.00010 0.46520 0.00727 999.00000 0.06277 0.00877 999.00000 0.00106 999.00000 0.09174 0.07176 0.06458 0.08069
NM_001046741.1  572.81908 0.01329 999.00000 0.00931 0.01367 999.00000 0.00010 0.01284 999.00000 0.00961 0.03512 0.01922 0.00281
NM_001046744.1  0.00010 0.00010 0.00383 0.00110 968.72371 0.00487 999.00000 0.00732 999.00000 0.00906 0.00765 0.01396 0.01087
NM_001046745.1  0.02244 0.14609 0.01908 999.00000 0.02145 0.01169 0.00994 0.03714 0.01494 0.01547 0.12584 0.01183 0.02877
NM_001046747.1  0.00010 0.00030 192.04268 0.05855 0.06189 0.03320 0.00612 0.05001 0.00010 0.07159 0.01411 0.08289 0.02653
NM_001046748.1  0.54834 0.03861 0.00010 0.06983 0.07942 0.03129 0.45419 0.03659 0.02229 0.03049 0.05215 0.02595 0.03754
NM_001046749.1  0.01052 0.05726 0.00010 0.04633 0.02636 0.01234 999.00000 0.00491 999.00000 0.01415 0.00949 0.03148 0.06756
NM_001046752.1  0.07516 0.00071 999.00000 798.23518 0.00902 0.02858 0.00700 0.01232 734.24178 0.03738 0.02833 0.07568 0.06140
NM_001046754.1  0.00010 0.03870 0.00010 0.08526 0.19510 0.02812 0.00010 0.06510 999.00000 0.04590 0.02722 0.05407 0.00942
NM_001046755.1  0.00010 0.00088 0.00583 0.00010 0.00010 0.01106 0.00010 999.00000 0.00681 0.03571 999.00000 0.02456 2.69187
NM_001046757.1  999.00000 0.04595 0.00010 0.02140 0.02045 0.02010 999.00000 0.01642 999.00000 0.01852 0.02469 0.01397 0.02918
NM_001046758.1  0.02864 0.02796 0.00010 0.00439 0.00663 0.01504 0.00010 0.00669 0.07986 0.00731 0.01519 0.00885 0.00343
NM_001046765.1  999.00000 0.08655 999.00000 0.00871 0.16800 0.08828 0.00010 0.02425 0.00010 0.05947 0.13134 0.00535 0.04904
NM_001046767.1  999.00000 0.04206 0.06065 0.47689 0.02812 0.04080 0.04962 0.13696 187.91071 0.09835 0.02686 0.04040 0.05375
NM_001046768.1  0.03168 0.07521 0.00010 0.05986 0.03311 0.06485 0.23346 0.08313 0.01077 0.03605 0.02813 0.05001 0.01773
NM_001046770.1  0.00034 0.05215 3.37841 11.43177 0.05359 0.00161 16.29327 0.00138 4.67907 0.09391 0.00265 0.00123 0.00239
NM_001046773.1  999.00000 0.00842 0.00010 0.00596 0.00378 0.00364 999.00000 0.00128 999.00000 0.00655 0.00774 0.00496 0.00103
NM_001046776.1  999.00000 0.00581 0.00010 0.00010 0.00010 0.00010 0.00010 0.00179 0.00010 0.00010 0.00929 0.00010 0.01177
NM_001046777.1  730.54989 0.00428 160.48411 0.00878 0.02164 0.01325 999.00000 0.00525 999.00000 0.01006 0.01065 0.01185 0.01980
NM_001046780.1  0.00689 0.02160 606.67650 0.00096 0.00465 11.59819 0.00191 27.92970 0.00391 0.16325 0.01116 0.01743 0.01540
NM_001046781.1  12.13201 0.01047 0.00010 0.00053 0.00850 1.69215 22.56995 0.02468 0.00010 0.02966 0.00718 3.37720 0.00926
NM_001046786.1  0.00054 0.00918 653.44352 0.07081 0.02281 0.01170 0.00010 0.01520 0.00625 0.04970 0.00655 0.04881 0.01542
NM_001046787.1  144.10118 0.01694 999.00000 30.84096 0.02504 0.01333 0.00734 0.05821 294.29568 0.02470 0.04121 0.00843 0.02699
NM_001046789.1  999.00000 0.00986 0.00010 0.00010 0.00511 0.00717 999.00000 0.01402 0.00286 125.83254 0.00010 0.01314 0.06058
NM_001046790.1  0.04564 0.01988 0.08311 0.01243 0.03349 0.02233 0.00010 0.05825 0.13602 0.01321 0.01250 0.02848 0.06179
NM_001046791.1  208.68318 0.01454 162.85732 832.18252 0.01622 0.03906 0.00010 999.00000 0.00922 0.00472 0.22930 0.02498 0.00812
NM_001046792.1  0.01251 0.00718 0.00938 0.02785 0.01198 0.01610 0.00369 0.01664 636.75475 0.00865 0.38692 0.04618 0.05562
NM_001046796.1  0.00010 0.04276 999.00000 0.01773 0.04479 0.00480 0.00010 0.00010 0.18649 0.00334 0.00869 0.00423 0.03903
NM_001046801.1  0.03650 0.05655 0.00202 0.07989 0.09027 0.06615 39.15019 0.00260 9.95128 0.02733 0.06100 0.06345 0.19598
NM_001046804.1  0.00967 0.03383 0.00010 0.01022 999.00000 0.00688 0.00010 0.06050 0.00675 0.03107 0.01939 0.02368 0.03440
NM_001046805.1  0.00010 0.00010 0.00010 999.00000 0.00010 0.00010 0.00010 0.01300 0.00010 0.00010 0.00010 0.00257 0.01326
NM_001046808.1  2.71239 0.02036 5.09503 0.15201 0.05932 0.04527 0.01321 0.02208 0.00683 0.01485 0.02742 0.04189 0.06296
NM_001046809.1  0.00010 0.00284 0.00010 0.00010 0.00010 0.01036 0.00010 0.00235 0.00010 0.00010 0.01305 0.00010 0.00901
NM_001046810.1  0.00010 0.00010 0.00010 0.00010 0.01015 0.00892 0.00010 0.00327 0.00010 0.01408 0.00010 0.01717 0.00999
NM_001046813.1  999.00000 0.01593 0.00924 999.00000 0.01539 0.02428 0.00010 0.03205 999.00000 0.01698 0.03678 0.03996 0.01531
NM_001046815.1  0.00010 0.00258 0.00010 0.02408 0.00010 0.00010 0.01435 0.01646 0.00010 0.00010 0.00261 0.00215 0.00682
NM_001046816.1  999.00000 0.00970 35.56625 0.01143 0.02451 0.03028 738.33166 0.02523 682.19490 0.04604 0.01834 0.01334 0.00476
NM_001046818.1  27.88272 0.12203 0.00010 0.01360 200.40437 0.00043 76.25672 0.11125 0.00041 0.00776 0.03255 0.01021 0.01471
NM_001046821.1  0.05578 0.02595 0.00010 0.03506 0.02462 0.01524 0.08374 0.06512 0.01347 0.01916 0.00598 0.01496 0.02517
NM_001046822.1  0.27527 0.05635 0.00010 0.02772 0.05881 0.05330 5.54955 0.07976 0.11487 0.02378 0.07856 0.03133 0.03351
NM_001046827.1  0.00010 0.15326 999.00000 0.01857 0.05195 0.06793 0.00010 0.10514 0.01158 0.03250 0.06401 0.04807 0.05792
NM_001046828.1  999.00000 0.01154 0.03054 522.74038 0.03920 0.01112 0.00010 0.02084 0.01186 0.02652 0.02372 0.05254 0.02662
NM_001046832.1  0.12267 0.13331 999.00000 0.05889 0.03180 0.03252 0.00010 0.05561 0.07580 0.02221 0.01283 0.03224 0.03097
NM_001046833.1  999.00000 0.01532 999.00000 894.47748 0.01111 0.03464 0.00586 0.07059 999.00000 0.01824 0.06171 0.07945 0.05905
NM_001046834.1  999.00000 999.00000 0.01227 999.00000 0.01342 0.01275 0.00010 0.04985 0.00010 0.01141 0.13131 0.02973 0.01336
NM_001046835.1  258.01619 0.06515 0.03703 999.00000 0.03967 0.02990 0.04092 0.02501 0.04911 0.04318 0.04065 0.04594 0.05631
NM_001046836.1  0.02437 0.06948 0.18963 0.06706 0.07122 0.03072 0.09704 0.03498 0.05038 0.04997 0.04111 0.07086 0.03084
NM_001046837.1  0.09745 0.01404 999.00000 0.03267 0.02743 0.03251 999.00000 0.01392 999.00000 0.02125 0.02514 0.00938 0.02998
NM_001046839.1  0.01529 0.00723 999.00000 999.00000 0.01685 0.05005 0.00010 0.07499 0.00365 0.03077 0.05262 0.01309 0.11510
NM_001046841.1  999.00000 0.05928 0.02812 0.02538 0.01888 0.01452 0.00010 0.05966 999.00000 0.03584 0.01405 0.05642 0.10254
NM_001046844.1  999.00000 0.08521 0.11709 999.00000 0.01297 0.06244 999.00000 0.04263 0.03882 0.02295 0.04436 0.02071 0.06255
NM_001046845.1  0.09912 0.12267 0.00010 36.17098 0.06084 0.03253 0.04950 0.07224 0.00010 0.06649 0.11023 0.07878 0.03764
NM_001046848.1  0.00135 0.00384 0.00010 0.00010 0.05338 0.01511 76.37865 0.00667 0.00010 0.00675 0.00010 0.00162 2.97434
NM_001046850.1  4.23709 0.04633 0.04275 0.03465 0.06182 0.05563 124.59317 0.02909 0.06478 0.03876 0.05569 0.05817 0.04135
NM_001046851.1  380.68740 0.06455 0.00010 0.10724 0.02675 0.03141 0.00010 0.04587 0.02045 0.01797 0.02642 0.06060 0.01301
NM_001046852.1_2  999.00000 0.00948 999.00000 0.30575 0.04880 0.09333 999.00000 0.06441 999.00000 0.00575 0.01735 0.07822 0.50177
NM_001046853.1  999.00000 0.01502 999.00000 0.01893 0.06058 0.06915 0.03035 0.06109 999.00000 0.06591 0.02537 0.06926 0.07721
NM_001046854.1  0.26366 0.01235 0.29664 1.44865 0.07361 0.08436 999.00000 0.32575 999.00000 0.06106 0.07388 0.28078 0.08241
NM_001046855.1  833.61208 0.01969 69.45846 0.01403 0.07037 0.01743 999.00000 0.02138 495.23301 0.01190 0.01240 0.01765 0.02132
NM_001046857.1  463.91407 0.00724 285.70444 0.00867 0.00150 0.01954 258.58996 0.00466 0.00010 0.00935 0.02903 0.00981 0.00690
NM_001046859.1  138.39862 0.00092 0.00010 9.19645 0.02866 0.01045 48.70386 0.00010 0.00118 0.01093 0.00010 0.00182 0.01108
NM_001046862.1  0.00010 0.01086 0.00010 0.00010 0.04481 0.00010 0.00010 0.01255 1.79975 0.01457 0.01671 0.02344 0.01023
NM_001046863.1  801.29090 0.05473 784.38014 999.00000 0.02408 0.04848 999.00000 0.01155 298.62263 0.06505 0.03049 0.01812 0.00119
NM_001046865.1  999.00000 0.00665 0.00010 0.02089 0.00867 0.00807 0.01538 0.02087 999.00000 0.03204 0.00409 0.01220 0.02718
NM_001046866.1  291.11914 0.02760 0.00010 999.00000 0.02293 0.09151 0.00010 0.00297 61.51455 0.06112 0.03079 0.04194 0.21930
NM_001046867.1  999.00000 0.01061 0.00010 665.34650 0.02597 0.03921 999.00000 0.01316 0.01573 0.05880 0.02780 0.01112 0.02012
NM_001046869.1  0.00493 0.01506 0.03432 0.02026 0.01647 0.01025 0.00010 0.00927 0.02093 0.01079 0.01320 0.01276 0.01164
NM_001046871.1  24.65202 0.00101 0.00520 0.00010 0.00246 0.01106 0.00010 0.01029 19.91647 0.02100 0.00191 0.00266 0.00781
NM_001046872.1  0.30053 0.02964 82.44321 0.16884 0.07860 0.06292 562.95184 0.06323 175.06762 0.06979 0.01460 0.07609 0.03996
NM_001046873.1  0.00010 0.02213 0.00010 0.02059 0.00987 0.00010 0.00010 0.01150 0.00010 0.00259 0.00421 0.00294 0.00137
NM_001046874.1  0.00010 0.01134 999.00000 0.00412 0.00548 0.01728 0.00010 0.01524 0.01102 0.00266 999.00000 0.00324 0.03141
NM_001046875.1_1  999.00000 0.04089 0.02987 0.01485 0.02862 0.01829 0.11689 0.01480 164.14178 0.02258 0.01466 0.03824 0.01905
NM_001046876.1  0.00010 0.00135 0.01189 999.00000 0.04234 0.01674 0.00010 0.02886 0.03115 0.00837 999.00000 0.04308 0.03973
NM_001046879.1  999.00000 0.00966 0.01426 0.05488 0.00010 0.00610 0.00010 0.00185 0.00010 0.00157 0.01035 0.00449 0.00672
NM_001046880.1  999.00000 0.02102 0.04456 0.03273 0.01809 0.02757 0.00010 0.03800 999.00000 0.04299 0.02341 0.04181 0.05051
NM_001046881.1  0.00010 0.01704 0.00010 0.01134 0.00010 0.00010 0.00010 0.00427 999.00000 0.00010 0.00240 0.00010 0.00010
NM_001046883.1  999.00000 0.02379 0.00010 0.00412 0.00857 0.01277 0.00010 0.01811 999.00000 0.01832 0.01546 0.00998 0.03876
NM_001046884.1  5.89955 0.00409 2.35145 13.12593 0.00659 0.00051 0.00010 0.04821 0.00340 0.03739 0.03347 0.00041 0.02439
NM_001046888.1  0.08366 0.11564 0.00010 999.00000 0.09178 0.09828 0.19691 0.43135 0.03625 0.02256 999.00000 0.25561 0.01112
NM_001046889.1  0.00010 0.00781 10.38010 16.43770 0.00253 0.01075 0.00010 0.00627 61.42147 0.00105 0.01039 0.00498 0.00696
NM_001046891.1  0.00630 0.05781 5.62569 0.61535 0.01777 0.01731 0.00010 0.16054 17.88469 0.01908 0.02223 0.00616 0.14711
NM_001046892.1  999.00000 0.05619 999.00000 999.00000 0.01096 0.01978 999.00000 0.03371 968.12806 0.01882 0.01569 0.04700 0.03145
NM_001046893.1  534.49236 0.00059 0.00010 999.00000 0.00824 0.01923 0.00978 0.00922 999.00000 0.01312 0.04085 0.01659 0.02689
NM_001046894.1_2  999.00000 0.04313 0.00299 999.00000 0.01336 0.02515 999.00000 0.02044 999.00000 0.02920 0.01204 0.02076 0.01198
NM_001046895.1  25.06952 0.01631 0.00527 0.03336 0.03130 0.00731 999.00000 0.01869 0.00010 0.00785 0.01628 0.01736 0.00413
NM_001046896.1  999.00000 0.02111 999.00000 999.00000 0.04613 0.03852 0.00027 0.04695 75.79847 0.03252 0.02462 0.06775 0.07117
NM_001046898.1  999.00000 0.01949 0.00010 999.00000 0.02112 0.01747 999.00000 0.00808 999.00000 0.04296 0.00913 0.03036 0.02606
NM_001046900.1  0.00152 0.02046 0.00010 0.00010 0.00010 0.07632 0.00010 0.01617 0.00010 0.03349 0.00010 0.02644 0.03435
NM_001046901.1  999.00000 0.00556 0.03581 0.02489 0.01008 0.00764 0.00010 0.02471 0.03480 0.01438 0.00377 0.02896 0.01233
NM_001046902.1  0.00010 0.07317 0.01736 999.00000 0.01470 0.03653 0.02077 0.19831 0.00651 0.02835 0.06884 0.02613 0.01804
NM_001046904.1  74.37839 0.01434 0.00875 6.76885 0.01427 0.01849 0.00872 0.01941 38.39510 0.03769 0.00911 0.02364 0.00673
NM_001046906.1  0.00010 0.00522 0.00010 0.00284 0.00010 0.00338 0.00010 0.03708 0.00010 0.00010 0.00010 7.33018 0.00050
NM_001046907.1  0.00010 0.02304 379.69487 18.87789 0.02393 0.01008 0.00010 0.01475 187.32726 0.00727 0.01212 0.01637 0.02401
NM_001046909.1  0.01193 0.03757 999.00000 240.72217 0.02047 0.02286 341.25985 0.00929 968.79659 0.01984 0.01373 0.03493 0.01800
NM_001046910.1  0.00259 0.03959 325.16124 55.89493 0.01287 0.01061 999.00000 0.06759 316.07534 0.02616 0.04317 0.05757 0.02609
NM_001046912.1  17.04433 0.04631 0.00010 35.06702 0.04965 0.03263 11.76183 0.02527 0.00866 0.00073 0.00057 0.05776 0.04986
NM_001046914.1  999.00000 0.00561 0.01103 999.00000 0.01754 0.17354 0.00010 0.04137 0.16782 0.03314 0.01608 0.03786 0.04216
NM_001046915.1  999.00000 0.22284 999.00000 999.00000 0.02175 0.05064 999.00000 0.09733 0.00010 0.06482 0.37793 0.07447 0.19663
NM_001046916.1  0.10891 0.03776 0.00010 682.06700 0.02792 0.02619 0.00861 0.03446 538.67321 0.04068 0.01104 0.05452 0.01099
NM_001046917.1  0.01299 0.00010 109.66877 999.00000 0.00750 0.03557 0.00010 0.02405 999.00000 0.03383 0.01239 266.48267 0.01078
NM_001046919.1  510.35634 0.03071 0.00923 999.00000 0.00010 0.01628 0.02963 0.00890 0.00010 0.05210 0.01169 0.01489 0.01655
NM_001046920.1  0.00910 0.00420 999.00000 0.04838 0.01959 0.00634 0.00010 0.02469 497.19277 0.03000 0.00414 0.01325 0.02349
NM_001046921.1  36.33598 0.01820 0.12396 98.83148 0.01947 0.02536 0.05067 0.03538 0.00010 0.03681 0.01607 0.01791 0.02639
NM_001046922.1  0.00010 0.00624 999.00000 0.00691 0.01288 0.00942 0.00010 0.00010 0.01223 0.00343 0.08005 0.04480 0.00359
NM_001046924.1  999.00000 0.04468 999.00000 999.00000 0.01800 0.02311 999.00000 0.02067 0.02697 0.05347 0.01039 0.01656 0.00956
NM_001046927.1  0.00010 5.64550 0.00010 77.20868 0.00010 0.00731 0.00010 0.00387 94.15843 0.00010 0.00874 0.00125 0.00442
NM_001046932.1  999.00000 0.00554 0.00010 0.00338 0.00549 0.03792 0.00010 0.01002 999.00000 0.00167 0.00200 0.01021 0.00459
NM_001046936.1  999.00000 0.00965 0.00010 0.03446 0.01032 0.01638 0.00010 0.01125 999.00000 0.01428 0.01729 0.00813 0.02616
NM_001046937.1  0.00010 0.01166 0.00010 200.93066 0.00010 0.00377 0.00010 0.01651 0.00290 0.01364 0.00329 0.00661 0.02330
NM_001046938.1  999.00000 0.06153 0.01688 999.00000 0.07073 0.13772 999.00000 0.05520 680.37929 0.15527 0.00177 0.08815 0.02826
NM_001046941.1  999.00000 0.00930 0.00010 0.00958 0.01076 0.00777 999.00000 0.01593 999.00000 0.00502 0.00558 0.00365 0.00518
NM_001046942.1  0.00010 0.00135 0.00010 0.00010 0.00010 0.00277 0.00010 0.00010 0.00010 0.00010 0.00010 0.00236 0.00880
NM_001046943.1  290.42251 0.04533 317.61561 85.14668 0.00543 0.02905 999.00000 0.06373 11.98113 0.05573 0.01933 0.08986 0.08428
NM_001046944.1  0.00010 0.15503 999.00000 0.02978 0.00740 0.03502 0.15366 0.02599 0.00725 0.00890 999.00000 198.89987 0.00849
NM_001046945.1  0.00010 0.06920 0.06826 0.03753 0.10790 0.02786 0.16422 0.03778 0.14403 0.00688 0.03159 0.06285 0.02070
NM_001046946.1  43.00205 0.05179 0.44719 0.37077 0.02762 0.04891 37.24990 0.01883 0.04769 0.00852 0.05607 0.02965 0.04400
NM_001046947.1  0.00010 0.02050 0.02171 0.00010 0.00010 0.03420 0.00010 0.05612 0.00010 0.00996 0.00711 0.02188 0.01401
NM_001046952.1  999.00000 0.02419 0.00010 999.00000 0.03249 0.00460 999.00000 0.00163 0.03735 0.01544 0.25517 0.03004 0.00235
NM_001046953.1  0.00010 0.00010 0.00863 0.00010 0.00903 0.00010 0.00010 0.03893 0.00010 999.00000 0.00010 0.00217 0.00010
NM_001046956.1  0.43296 0.00010 0.44200 0.70784 999.00000 0.39126 0.00010 0.00010 0.41080 0.00010 0.00010 0.17166 0.00010
NM_001046958.1  0.00010 0.03820 0.00994 999.00000 0.03825 0.10554 999.00000 0.04432 999.00000 0.02887 0.02089 0.02011 0.05802
NM_001046959.1  935.25325 0.03939 2.54659 999.00000 0.00861 0.01971 508.96497 0.01163 0.00376 0.01221 999.00000 0.01275 0.05893
NM_001046962.1  0.00599 999.00000 0.00010 999.00000 0.01694 0.01212 0.00010 0.06757 999.00000 0.00224 0.00949 0.00271 0.00861
NM_001046964.1  17.71296 0.01738 0.01600 0.00010 0.00213 0.00446 187.61548 0.01527 0.00010 0.00438 0.00490 0.00231 0.00267
NM_001046966.1_2  999.00000 0.01064 0.00010 0.00074 0.01759 0.01718 999.00000 0.04803 0.00010 0.03275 0.00907 0.00870 0.00914
NM_001046968.1  0.32009 0.00701 0.00010 0.02552 0.03464 0.00270 0.00010 0.00993 0.02978 0.00937 0.01724 0.00501 0.04438
NM_001046969.2  0.01262 0.00010 789.60795 0.00010 0.00143 0.00571 0.00010 0.01736 0.02407 0.00311 0.00189 0.00333 0.01852
NM_001046972.1  16.33526 0.04092 0.05254 0.00010 0.00010 0.05686 0.00010 0.24898 0.00010 999.00000 0.00290 0.00613 0.04281
NM_001046973.1  5.04630 0.03729 0.00010 150.53484 0.01776 0.00653 0.00010 0.01071 4.25582 0.00682 0.00467 0.00644 0.01178
NM_001046974.1  0.00010 0.03307 2.56112 0.00856 0.01272 0.01817 0.00010 0.01165 999.00000 0.01112 0.01226 0.00444 0.00615
NM_001046975.1  578.28053 0.00852 999.00000 0.00028 0.01470 0.00081 999.00000 0.02572 999.00000 0.03405 0.00883 0.02499 0.00291
NM_001046976.1  999.00000 0.02748 0.00265 0.00010 999.00000 0.00619 0.03916 0.01580 0.00010 0.02594 0.02483 0.01137 0.02637
NM_001046979.1  451.84803 0.04352 0.00010 0.00869 0.01442 0.04819 999.00000 0.01775 0.00010 0.01329 0.01961 0.01597 0.02608
NM_001046983.1  0.00010 0.03254 0.00010 0.00010 0.00010 0.00299 7.46879 0.00010 0.00010 0.00010 0.00010 0.00088 0.00720
NM_001046986.1  0.03881 0.20058 999.00000 0.01246 0.08017 0.06514 0.02569 0.08083 117.68901 0.02596 0.06057 0.05489 0.04910
NM_001046989.1  159.67987 0.30086 0.00010 0.00010 0.26855 0.00628 999.00000 0.21122 999.00000 0.10399 0.09267 0.05650 0.00350
NM_001046990.1  999.00000 0.03475 999.00000 999.00000 0.00692 0.00071 999.00000 0.02668 999.00000 0.03451 0.02235 0.03571 0.02360
NM_001046993.2  0.00010 0.00031 0.94711 0.13008 0.00722 0.04631 0.76151 0.00502 2.16732 0.00525 0.01174 0.01685 0.06016
NM_001046994.1  0.00010 999.00000 0.03693 0.00010 0.00010 0.01744 0.02877 0.00629 614.75906 0.01409 0.00929 0.05105 0.00242
NM_001046996.1  999.00000 0.02732 0.00010 0.07150 0.02373 0.04213 0.00010 0.04316 0.04513 999.00000 0.01790 0.05311 0.00583
NM_001046998.1  0.00010 0.00010 0.00010 0.00010 0.00276 0.00208 0.00010 0.00603 0.00010 0.01557 0.01849 0.05507 0.00906
NM_001046999.1  124.03790 0.06431 0.00734 0.00490 112.65808 0.01828 0.00010 0.12076 31.75435 0.01392 0.02531 0.14627 0.00171
