GeneID B_mori C_ce GeneIDcce D_pl GeneIDdpl H_mel GeneIDhmel L_ac GeneIDlac L_sin GeneIDlsin P_ma GeneIDpma P_se GeneIDpse
NM_001043899.2 49.677 45.110 cce5116.6.mRNA 53.919 DPOGS206997-TA 40.118 HMEL002112g1.t1 48.247 lac949.59.mRNA 55.621 leptidea_sinapisT00000001348 38.587 KPJ07543.1 51.713 pse656.15
NM_001043913.1 59.517 54.652 cce108.15.mRNA 58.466 DPOGS201015-TA 55.404 HMEL004648g1.t1 58.262 lac109.17.mRNA 56.171 leptidea_sinapisT00000016630 56.754 KPJ07820.1 55.919 pse456.18
NM_001043917.1 59.575 56.407 cce18.35.mRNA 56.525 DPOGS214269-TA 58.356 HMEL011396g1.t1 56.193 lac66.48.mRNA 51.911 leptidea_sinapisT00000009692 54.862 KPJ11912.1 58.667 pse259.7
NM_001043925.2 49.245 45.744 cce1596.5.mRNA 46.562 DPOGS206895-TA 51.893 HMEL006862g2.t1 50.780 lac677.32.mRNA 56.568 leptidea_sinapisT00000001085 49.472 KPJ16610.1 53.851 pse7405.10
NM_001043939.1 54.778 55.637 cce10780.8.mRNA 58.770 DPOGS215609-TA 56.198 HMEL005811g1.t1 61.000 lac991.41.mRNA 61.000 leptidea_sinapisT00000008474 57.377 KPJ08710.1 57.899 pse5906.3
NM_001043941.1 54.235 58.755 cce302387.1.mRNA 61.000 DPOGS213591-TA 55.797 HmelGSTo5 53.261 lac161966.45.mRNA 57.061 leptidea_sinapisT00000009571 48.279 KPJ07247.1 54.580 pse790.17
NM_001043943.2 55.332 56.975 cce1246.13.mRNA 54.546 DPOGS208500-TA 53.268 HMEL008753g1.t1 57.402 lac8792.16.mRNA 54.707 leptidea_sinapisT00000008679 55.286 KPJ12028.1 45.047 pse466.6
NM_001043949.1 55.351 50.847 cce13494.9.mRNA 56.619 DPOGS203757-TA 49.302 HMEL002557g1.t1 54.999 lac269.1.mRNA 52.142 leptidea_sinapisT00000016727 57.599 KPJ19805.1 54.612 pse272.13
NM_001043953.2 59.551 61.000 cce3919.2.mRNA 50.447 DPOGS214720-TA 58.750 HmelGSTz1 57.999 lac162105.1.mRNA 55.232 leptidea_sinapisT00000016656 53.196 KPJ10080.1 59.768 pse589.11
NM_001043965.1 53.605 45.659 cce408.1.mRNA 60.436 DPOGS203237-TA 58.837 HMEL008064g1.t1 58.580 lac856.31.mRNA 60.425 leptidea_sinapisT00000015171 52.825 KPJ12789.1 56.706 pse2139.12
NM_001043969.1 56.363 57.001 cce5370.3.mRNA 52.315 DPOGS205640-TA 51.897 HMEL005860g1.t1 56.390 lac1803.5.mRNA 55.971 leptidea_sinapisT00000001213 54.252 KPJ12548.1 55.588 pse86800.13
NM_001043971.1 55.179 43.772 cce5461.10.mRNA 54.146 DPOGS201184-TA 59.080 HMEL017132g2.t2 48.414 lac132.6.mRNA 46.939 leptidea_sinapisT00000003494 50.867 KPJ14348.1 38.149 pse4975.9
NM_001043975.1 50.521 59.461 cce303352.3.mRNA 48.755 DPOGS204544-TA 49.872 HMEL017589g2.t1 56.633 lac1573.2.mRNA 56.491 leptidea_sinapisT00000012361 53.524 KPJ08487.1 44.621 pse624.27
NM_001043977.1 47.510 47.510 cce1637.12.mRNA 45.320 DPOGS209749-TA 43.572 HMEL031566g1.t1 45.325 lac936.21.mRNA 47.654 leptidea_sinapisT00000012794 44.462 KPJ15254.1 46.609 pse153.19
NM_001043983.1 50.461 52.902 cce552.3.mRNA 51.849 DPOGS202823-TA 61.000 HMEL002661g1.t1 56.693 lac3040.18.mRNA 61.000 leptidea_sinapisT00000009668 56.613 KPJ06904.1 50.453 pse5461.12
NM_001043985.1 56.350 55.489 cce302387.8.mRNA 57.773 DPOGS212940-TA 58.647 HMEL020745g1.t1 57.628 lac1587.3.mRNA 56.616 leptidea_sinapisT00000013964 61.000 KPJ15396.1 60.430 pse1117.3
NM_001043989.1 54.418 49.760 cce993.43.mRNA 47.391 DPOGS212467-TA 54.532 HMEL009343g2.t1 57.340 lac916.6.mRNA 52.949 leptidea_sinapisT00000010041 55.007 KPJ16306.1 55.428 pse3060.8
NM_001044011.1 54.129 39.964 cce2230.13.mRNA 46.392 DPOGS212360-TA 50.375 HMEL015510g1.t1 51.279 lac949.5.mRNA 32.565 leptidea_sinapisT00000015830 57.058 KPJ07769.1 58.007 pse6067.4
NM_001044019.1 51.426 56.956 cce1806.7.mRNA 47.923 DPOGS204170-TA 51.152 HMEL009961g1.t1 48.223 lac4983.2.mRNA 54.669 leptidea_sinapisT00000012165 52.478 KPJ18040.1 56.310 pse5384.16
NM_001044029.1 59.314 40.353 cce980.23.mRNA 61.000 DPOGS210513-TA 61.000 HMEL016108-RA 57.731 lac354.12.mRNA 49.417 leptidea_sinapisT00000020311 44.817 KPJ07513.1 52.562 pse5187.4
NM_001044037.1 59.995 58.883 cce5391.1.mRNA 58.851 DPOGS205099-TA 58.809 HMEL015607g3.t1 55.769 lac586.40.mRNA 58.252 leptidea_sinapisT00000019298 55.094 KPJ15006.1 51.738 pse200.24
NM_001044043.1 45.238 40.224 cce302662.6.mRNA 61.000 DPOGS205984-TA 51.210 HMEL014866g1.t1 54.261 lac4439.5.mRNA 50.481 leptidea_sinapisT00000003891 52.480 KPJ18836.1 48.448 pse827.5
NM_001044055.1 47.551 61.000 cce305103.1.mRNA 53.110 DPOGS213173-TA 49.750 HMEL002992g1.t1 61.000 lac5814.3.mRNA 53.351 leptidea_sinapisT00000001993 49.408 KPJ12834.1 53.091 pse2973.4
NM_001044057.1 53.331 53.082 cce287.4.mRNA 57.148 DPOGS200746-TA 53.368 HMEL033751g1.t1 50.918 lac1709.26.mRNA 48.438 leptidea_sinapisT00000014416 60.007 KPJ15317.1 44.711 pse196.7
NM_001044059.1 51.696 47.139 cce2873.15.mRNA 58.389 DPOGS211872-TA 51.711 HMEL017765g1.t1 55.550 lac279.25.mRNA 44.195 leptidea_sinapisT00000005759 52.044 KPJ16843.1 46.158 pse128.4
NM_001044063.2 58.110 52.533 cce2741.7.mRNA 59.226 DPOGS206043-TA 54.006 HMEL008775g1.t1 53.174 lac944.42.mRNA 57.976 leptidea_sinapisT00000019985 51.439 KPJ06336.1 51.053 pse1410.45
NM_001044069.1_2 56.389 52.963 cce3395.4.mRNA 55.440 DPOGS201819-TA 57.730 HMEL008342-RA 49.698 lac677.21.mRNA 57.335 leptidea_sinapisT00000008542 52.466 KPJ14807.1 56.461 pse4411.26
NM_001044073.1 48.916 54.862 cce983.7.mRNA 48.751 DPOGS204668-TA 52.325 HMEL016252g1.t1 42.867 lac160671.21.mRNA 50.574 leptidea_sinapisT00000013195 45.873 KPJ12804.1 48.587 pse440.20
NM_001044075.1 54.178 52.491 cce7849.3.mRNA 51.476 DPOGS201813-TA 52.090 HMEL015515g1.t1 54.549 lac3153.1.mRNA 56.201 leptidea_sinapisT00000011470 57.902 KPJ12967.1 55.151 pse581.4
NM_001044077.1 56.606 55.779 cce18.49.mRNA 54.642 DPOGS214110-TA 54.987 HMEL033057g1.t1 54.851 lac66.33.mRNA 54.923 leptidea_sinapisT00000004362 53.373 KPJ11897.1 54.301 pse3458.30
NM_001044079.1 54.672 54.043 cce4115.9.mRNA 58.466 DPOGS211176-TA 51.491 HMEL012414g1.t1 59.368 lac1416.24.mRNA 61.000 leptidea_sinapisT00000000413 55.745 KPJ06428.1 58.031 pse53.56
NM_001044087.1 55.828 57.834 cce302387.12.mRNA 55.165 DPOGS213531-TA 48.189 HMEL007899g1.t1 61.000 lac837.5.mRNA 58.068 leptidea_sinapisT00000004015 58.798 KPJ07220.1 53.898 pse790.27
NM_001044091.1 49.897 49.968 cce6446.3.mRNA 50.538 DPOGS209710-TA 44.421 HMEL011339g1.t1 53.913 lac380.33.mRNA 48.570 leptidea_sinapisT00000009172 50.832 KPJ18667.1 58.490 pse444.10
NM_001044099.1 51.192 47.436 cce2860.12.mRNA 48.262 DPOGS202037-TA 46.954 HMEL009941g1.t1 47.289 lac1363.14.mRNA 51.842 leptidea_sinapisT00000000535 47.565 KPJ10549.1 45.087 pse882.14
NM_001044101.1 56.261 56.570 cce10227.2.mRNA 55.510 DPOGS208035-TA 50.766 HMEL004054g1.t1 59.205 lac992.27.mRNA 54.320 leptidea_sinapisT00000003867 53.848 KPJ09877.1 49.194 pse87219.17
NM_001044105.1 48.625 48.122 cce3516.10.mRNA 51.590 DPOGS206085-TA 56.356 HMEL012111g1.t1 61.000 lac400.23.mRNA 56.070 leptidea_sinapisT00000003235 54.748 KPJ15067.1 54.523 pse1230.19
NM_001044111.1 51.722 49.795 cce4792.4.mRNA 52.128 DPOGS214949-TA 48.878 HMEL038092g1.t1 52.676 lac2618.20.mRNA 47.418 leptidea_sinapisT00000003576 59.549 KPJ13917.1 58.105 pse578.17
NM_001044121.1 47.352 44.481 cce12410.1.mRNA 46.203 DPOGS215568-TA 50.742 HMEL031940g1.t1 57.598 lac6520.31.mRNA 45.693 leptidea_sinapisT00000012309 51.834 KPJ11350.1 51.695 pse997.93
NM_001044123.2 45.931 42.245 cce23510.1.mRNA 40.089 DPOGS203820-TA 42.802 HMEL030830g1.t1 43.453 lac580.69.mRNA 41.103 leptidea_sinapisT00000004672 48.889 KPJ16732.1 41.684 pse289.41
NM_001044131.1 49.647 43.576 cce12857.2.mRNA 48.037 DPOGS207793-TA 43.935 HMEL017566g1.t1 50.905 lac378.5.mRNA 47.777 leptidea_sinapisT00000008681 53.291 KPJ08513.1 50.478 pse624.53
NM_001044135.1 51.272 46.895 cce8118.9.mRNA 50.619 DPOGS202208-TA 40.257 HMEL030935g1.t1 48.296 lac9.65.mRNA 50.349 leptidea_sinapisT00000015170 55.300 KPJ12164.1 45.298 pse2576.23
NM_001044137.1 57.322 54.300 cce4774.1.mRNA 58.870 DPOGS210798-TA 54.569 HMEL014177g1.t1 57.094 lac1319.1.mRNA 45.735 leptidea_sinapisT00000006287 55.454 KPJ08848.1 34.298 pse44.7
NM_001044145.1 59.003 44.604 cce303117.1.mRNA 59.151 DPOGS202099-TA 59.288 HMEL035226g1.t1 61.000 lac1082.33.mRNA 61.000 leptidea_sinapisT00000018166 54.813 KPJ07893.1 61.000 pse738.2
NM_001044147.1 56.644 56.442 cce2546.2.mRNA 54.712 DPOGS207506-TA 61.000 HMEL017959g1.t1 51.960 lac41548.4.mRNA 61.000 leptidea_sinapisT00000013507 59.356 KPJ12448.1 61.000 pse231.15
NM_001044163.1 52.964 52.708 cce408.9.mRNA 56.069 DPOGS210106-TA 57.633 HMEL021905g1.t1 54.201 lac11904.2.mRNA 55.039 leptidea_sinapisT00000006981 52.555 KPJ18351.1 54.398 pse6193.8
NM_001044165.1 43.175 55.143 cce320.8.mRNA 55.809 DPOGS208733-TA 48.198 HMEL031020g1.t1 52.360 lac581.4.mRNA 49.550 leptidea_sinapisT00000009150 54.664 KPJ17753.1 49.460 pse4234.7
NM_001044171.1 61.000 51.592 cce25616.2.mRNA 56.813 DPOGS209001-TA 55.308 HMEL008974g1.t1 54.233 lac1343.3.mRNA 52.275 leptidea_sinapisT00000017117 61.000 KPJ19489.1 61.000 pse3770.5
NM_001044177.1 49.866 44.320 cce4544.4.mRNA 45.178 DPOGS208983-TA 42.291 HMEL003899g1.t1 45.271 lac727.20.mRNA 45.978 leptidea_sinapisT00000007916 49.439 KPJ06020.1 52.964 pse2515.4
NM_001044179.1 60.593 53.920 cce29649.4.mRNA 55.667 DPOGS214678-TA 58.828 HMEL007685g1.t1 59.400 lac14.16.mRNA 45.723 leptidea_sinapisT00000011864 57.352 KPJ12462.1 60.920 pse423.15
NM_001044183.1 52.450 51.296 cce3381.17.mRNA 56.580 DPOGS208295-TA 51.465 HMEL036177g1.t1 53.892 lac5.48.mRNA 42.636 leptidea_sinapisT00000018028 47.326 KPJ12905.1 57.704 pse853.10
NM_001044191.1 53.560 51.402 cce6253.4.mRNA 58.364 DPOGS213311-TA 53.949 HMEL003724g1.t1 52.403 lac2152.35.mRNA 54.998 leptidea_sinapisT00000001262 54.557 KPJ08237.1 47.804 pse3388.19
NM_001044195.1 61.000 56.196 cce18754.7.mRNA 60.352 DPOGS206875-TA 54.541 HMEL010198g1.t1 53.887 lac1066.10.mRNA 60.022 leptidea_sinapisT00000018681 57.016 KPJ15975.1 57.218 pse4411.17
NM_001044197.1 50.126 35.781 cce1237.7.mRNA 36.696 DPOGS211607-TA 40.330 HMEL014312g1.t1 34.924 lac700.7.mRNA 41.797 leptidea_sinapisT00000021309 35.464 KPJ17287.1 38.138 pse2212.5
NM_001044199.1 54.834 61.000 cce2078.10.mRNA 50.448 DPOGS202902-TA 61.000 HMEL004686g1.t1 61.000 lac570.11.mRNA 61.000 leptidea_sinapisT00000010417 59.081 KPJ10439.1 61.000 pse4725.1
NM_001044203.1 54.944 61.000 cce2424.1.mRNA 52.706 DPOGS212133-TA 59.910 HMEL003819g1.t1 61.000 lac1129.18.mRNA 52.754 leptidea_sinapisT00000012921 51.270 KPJ06205.1 50.457 pse1816.62
NM_001044213.1 60.971 47.882 cce33.3.mRNA 56.015 DPOGS204585-TA 43.973 HMEL008390g1.t1 52.602 lac992.74.mRNA 49.734 leptidea_sinapisT00000021054 52.433 KPJ19393.1 44.786 pse833.9
NM_001045492.1 58.526 44.473 cce4612.3.mRNA 57.841 DPOGS215645-TA 48.174 HMEL014108g1.t1 53.597 lac991.104.mRNA 49.260 leptidea_sinapisT00000010113 53.181 KPJ16421.1 54.844 pse15745.1
NM_001046638.1 49.990 50.359 cce4612.8.mRNA 51.827 DPOGS215765-TA 43.324 HMEL030743g1.t1 52.088 lac991.109.mRNA 53.105 leptidea_sinapisT00000018800 54.071 KPJ16437.1 56.825 pse1004.15
NM_001046639.1 51.874 52.141 cce2203.4.mRNA 56.715 DPOGS203316-TA 43.917 HMEL016629g1.t1 58.286 lac4528.5.mRNA 56.478 leptidea_sinapisT00000003876 47.184 KPJ09001.1 58.255 pse802.89
NM_001046642.1 51.668 59.352 cce1903.22.mRNA 53.809 DPOGS213674-TA 54.855 HMEL034829g1.t1 57.027 lac162024.14.mRNA 55.920 leptidea_sinapisT00000004773 57.606 KPJ12067.1 47.793 pse89.17
NM_001046643.1_2 55.790 47.577 cce3395.2.mRNA 52.786 DPOGS201820-TA 52.172 HMEL008338g1.t1 51.247 lac677.19.mRNA 56.149 leptidea_sinapisT00000000589 56.734 KPJ14804.1 50.171 pse4411.29
NM_001046644.1 56.144 57.616 cce93759.1.mRNA 53.583 DPOGS215973-TA 50.982 HMEL004677g1.t1 56.510 lac1803.109.mRNA 58.085 leptidea_sinapisT00000020801 54.193 KPJ16923.1 56.222 pse1348.23
NM_001046645.1 61.000 58.839 cce470.6.mRNA 61.000 DPOGS209737-TA 61.000 HMEL037715g1.t1 52.100 lac380.22.mRNA 55.794 leptidea_sinapisT00000010080 54.194 KPJ18653.1 55.201 pse444.24
NM_001046647.1 60.787 47.994 cce561.5.mRNA 60.129 DPOGS201933-TA 53.671 HMEL003719g1.t1 57.774 lac270.2.mRNA 53.612 leptidea_sinapisT00000018192 60.131 KPJ11687.1 61.000 pse998.3
NM_001046650.1 59.863 53.198 cce8127.5.mRNA 53.579 DPOGS206587-TA 44.479 HMEL033497g1.t1 51.645 lac330.18.mRNA 46.879 leptidea_sinapisT00000008840 52.115 KPJ12136.1 50.232 pse863.7
NM_001046651.1 55.852 45.522 cce10374.3.mRNA 45.026 DPOGS208725-TA 47.662 HMEL031032g1.t1 51.110 lac1099.13.mRNA 46.185 leptidea_sinapisT00000009074 44.693 KPJ13781.1 51.505 pse1950.46
NM_001046652.1 56.089 44.706 cce3005.6.mRNA 44.963 DPOGS204932-TA 46.040 HMEL010526g1.t1 56.386 lac11453.4.mRNA 46.221 leptidea_sinapisT00000020927 53.884 KPJ12894.1 49.871 pse9809.3
NM_001046654.1 57.248 50.913 cce23410.1.mRNA 51.071 DPOGS212118-TA 49.683 HMEL007728g1.t1 54.180 lac1129.4.mRNA 49.702 leptidea_sinapisT00000009132 54.682 KPJ06222.1 52.952 pse1816.49
NM_001046655.2 51.714 48.423 cce2873.7.mRNA 58.105 DPOGS211868-TA 44.624 HMEL017773g1.t1 47.389 lac279.17.mRNA 45.522 leptidea_sinapisT00000012627 45.766 KPJ16852.1 52.601 pse128.11
NM_001046656.1 47.540 44.888 cce1367.2.mRNA 45.086 DPOGS203169-TA 46.399 HMEL015752g1.t1 44.761 lac387.2.mRNA 44.236 leptidea_sinapisT00000018710 56.827 KPJ06798.1 51.568 pse1836.6
NM_001046658.1 48.549 43.709 cce11914.20.mRNA 50.928 DPOGS214943-TA 41.731 HMEL038095g1.t1 61.000 lac402.11.mRNA 41.975 leptidea_sinapisT00000007786 51.535 KPJ13923.1 49.800 pse578.11
NM_001046659.1 57.279 51.617 cce19095.11.mRNA 55.914 DPOGS202362-TA 56.827 HMEL030630g1.t1 53.221 lac4025.21.mRNA 56.637 leptidea_sinapisT00000007572 57.796 KPJ14871.1 59.452 pse3455.3
NM_001046660.1 49.465 58.864 cce6195.2.mRNA 54.795 DPOGS210857-TA 42.308 HMEL032888g1.t1 52.121 lac1792.2.mRNA 49.624 leptidea_sinapisT00000002843 55.367 KPJ12678.1 60.608 pse715.3
NM_001046661.1 48.506 56.396 cce5864.2.mRNA 55.995 DPOGS204543-TA 45.368 HMEL017589g1.t1 47.478 lac1573.1.mRNA 38.845 leptidea_sinapisT00000009785 49.579 KPJ08486.1 51.610 pse624.26
NM_001046662.1 54.454 52.493 cce5106.10.mRNA 57.474 DPOGS200922-TA 50.076 HMEL002519g2.t1 54.998 lac425.24.mRNA 61.000 leptidea_sinapisT00000013436 56.580 KPJ11439.1 55.080 pse997.34
NM_001046663.1 61.000 60.779 cce3282.2.mRNA 55.697 DPOGS204203-TA 53.063 HMEL038058g1.t1 59.768 lac217.35.mRNA 55.224 leptidea_sinapisT00000012219 60.748 KPJ18119.1 51.316 pse560.23
NM_001046666.1 51.487 57.200 cce8732.9.mRNA 47.070 DPOGS213590-TA 53.635 HmelGSTo1 50.803 lac161966.44.mRNA 53.124 leptidea_sinapisT00000010795 52.307 KPJ07248.1 53.272 pse790.15
NM_001046667.1 53.847 55.325 cce6723.1.mRNA 55.505 DPOGS211087-TA 54.850 HMEL012486g1.t1 56.563 lac723.18.mRNA 55.266 leptidea_sinapisT00000018972 55.298 KPJ06510.1 57.521 pse1378.30
NM_001046669.2 47.801 51.737 cce987.5.mRNA 49.873 DPOGS212995-TA 52.409 HMEL003005g1.t1 50.928 lac586.79.mRNA 54.565 leptidea_sinapisT00000014966 49.351 KPJ07851.1 47.942 pse200.62
NM_001046673.1 44.071 46.240 cce740.1.mRNA 51.109 DPOGS215153-TA 47.142 HMEL017374g3.t1 52.123 lac13822.6.mRNA 54.788 leptidea_sinapisT00000013765 50.997 KPJ09475.1 45.053 pse1159.9
NM_001046677.1 56.606 43.388 cce3445.3.mRNA 58.609 DPOGS214829-TA 55.703 HMEL013667g4.t1 58.577 lac796.17.mRNA 59.377 leptidea_sinapisT00000015384 58.706 KPJ20097.1 58.666 pse1699.11
NM_001046678.1 59.825 50.250 cce1028.15.mRNA 56.200 DPOGS204105-TA 59.336 HMEL010985g1.t1 52.871 lac1748.26.mRNA 55.574 leptidea_sinapisT00000016890 57.048 KPJ13136.1 54.574 pse944.16
NM_001046682.1 57.264 57.001 cce25217.1.mRNA 59.967 DPOGS205004-TA 37.967 HMEL009464g1.t1 42.080 lac34.6.mRNA 44.128 leptidea_sinapisT00000014016 39.672 KPJ10764.1 43.812 pse603.43
NM_001046688.1 52.623 43.521 cce54422.3.mRNA 49.138 DPOGS202406-TA 44.867 HMEL007416g1.t1 50.659 lac163.47.mRNA 44.841 leptidea_sinapisT00000000151 49.459 KPJ17840.1 47.865 pse907.3
NM_001046691.1 55.248 40.202 cce2291.7.mRNA 58.043 DPOGS208780-TA 57.692 HMEL031246g1.t1 47.928 lac615.5.mRNA 51.221 leptidea_sinapisT00000019552 57.998 KPJ19984.1 49.903 pse88.15
NM_001046692.1 51.951 46.914 cce4788.4.mRNA 51.647 DPOGS200150-TA 53.234 HMEL005832g1.t1 48.755 lac1732.21.mRNA 54.468 leptidea_sinapisT00000010416 44.652 KPJ07946.1 45.363 pse170.12
NM_001046698.1 46.769 50.856 cce121748.8.mRNA 39.629 DPOGS207090-TA 44.657 HMEL006146g2.t1 57.615 lac1881.5.mRNA 41.968 leptidea_sinapisT00000018514 40.295 KPJ13013.1 40.777 pse4495.11
NM_001046699.1 61.000 51.255 cce259.8.mRNA 54.528 DPOGS201744-TA 58.077 HMEL006699g1.t2 56.663 lac270.27.mRNA 60.567 leptidea_sinapisT00000005716 55.176 KPJ16648.1 53.113 pse289.117
NM_001046701.1 48.548 45.210 cce5445.8.mRNA 58.721 DPOGS207475-TA 47.743 HMEL033825g1.t1 47.999 lac1803.95.mRNA 39.634 leptidea_sinapisT00000016490 49.491 KPJ16935.1 42.257 pse1348.12
NM_001046702.1 57.221 57.897 cce1856.7.mRNA 60.154 DPOGS215701-TA 46.822 HMEL030725g1.t1 50.433 lac1412.10.mRNA 50.918 leptidea_sinapisT00000005261 47.904 KPJ16452.1 39.447 pse117.9
NM_001046703.1 55.019 58.268 cce3964.1.mRNA 51.336 DPOGS209931-TA 55.485 HMEL016749g1.t1 47.346 lac643.34.mRNA 53.889 leptidea_sinapisT00000009775 56.679 KPJ15894.1 61.000 pse49512.1
NM_001046705.1 50.297 55.149 cce4467.3.mRNA 53.033 DPOGS206922-TA 47.800 HMEL010622g1.t1 57.727 lac6865.7.mRNA 50.248 leptidea_sinapisT00000015367 57.911 KPJ11595.1 61.000 pse7655.18
NM_001046707.1 47.792 47.797 cce10780.11.mRNA 51.054 DPOGS215804-TA 45.843 HMEL005814g1.t1 51.455 lac991.45.mRNA 51.345 leptidea_sinapisT00000000574 54.368 KPJ08707.1 49.075 pse53516.4
NM_001046708.1 55.156 56.574 cce11914.10.mRNA 50.261 DPOGS214935-TA 46.026 HMEL015597g1.t1 61.000 lac402.4.mRNA 45.795 leptidea_sinapisT00000018967 52.139 KPJ13932.1 60.607 pse578.3
NM_001046711.1 59.971 57.946 cce1368.2.mRNA 56.960 DPOGS205423-TA 61.000 HMEL036496g1.t1 54.084 lac108.10.mRNA 57.562 leptidea_sinapisT00000017730 61.000 KPJ15823.1 52.279 pse7878.5
NM_001046714.1 52.651 55.437 cce284.11.mRNA 53.136 DPOGS201559-TA 47.128 HMEL004869g1.t1 50.715 lac2072.11.mRNA 48.278 leptidea_sinapisT00000003736 47.311 KPJ13238.1 61.000 pse94.5
NM_001046719.1 54.246 45.759 cce1369.21.mRNA 55.658 DPOGS201877-TA 40.749 HMEL013090g1.t1 60.775 lac1703.29.mRNA 46.064 leptidea_sinapisT00000009526 48.933 KPJ13266.1 50.361 pse2534.10
NM_001046720.1 59.359 56.114 cce2859.4.mRNA 56.919 DPOGS214147-TA 54.030 HMEL015639g1.t1 57.377 lac492.45.mRNA 48.276 leptidea_sinapisT00000012931 57.090 KPJ11757.1 56.853 pse1433.21
NM_001046721.1 61.000 40.955 cce259.4.mRNA 58.399 DPOGS201746-TA 59.187 HMEL006705g1.t1 46.549 lac270.31.mRNA 54.910 leptidea_sinapisT00000001356 54.758 KPJ16651.1 58.287 pse289.114
NM_001046726.1 52.711 55.758 cce3332.8.mRNA 61.000 DPOGS214376-TA 56.820 HMEL014237g1.t1 61.000 lac62.52.mRNA 59.032 leptidea_sinapisT00000011765 58.651 KPJ10496.1 61.000 pse7205.13
NM_001046729.1 50.306 42.949 cce6723.11.mRNA 47.303 DPOGS211096-TA 42.991 HMEL012475g1.t1 45.334 lac723.27.mRNA 38.213 leptidea_sinapisT00000017937 44.954 KPJ06498.1 40.231 pse1378.20
NM_001046731.1 61.000 58.096 cce1467.4.mRNA 46.760 DPOGS201753-TA 47.191 HMEL006714g1.t1 58.336 lac270.45.mRNA 50.076 leptidea_sinapisT00000015334 52.635 KPJ16662.1 48.011 pse289.101
NM_001046733.1 52.572 57.234 cce8970.5.mRNA 51.521 DPOGS201995-TA 55.308 HMEL034759g1.t1 61.000 lac9334.7.mRNA 54.998 leptidea_sinapisT00000012795 56.385 KPJ11230.1 54.231 pse1051.11
NM_001046735.1 59.984 54.069 cce3477.9.mRNA 48.972 DPOGS206699-TA 46.813 HMEL033503g1.t1 58.772 lac330.5.mRNA 54.958 leptidea_sinapisT00000005009 59.663 KPJ20238.1 45.053 pse921.8
NM_001046737.1 55.045 54.271 cce22376.7.mRNA 60.000 DPOGS205578-TA 53.195 HMEL008497g1.t1 56.849 lac162107.1.mRNA 61.000 leptidea_sinapisT00000000014 61.000 KPJ10997.1 53.484 pse2403.1
NM_001046739.1 45.769 53.250 cce10730.7.mRNA 49.486 DPOGS201277-TA 46.674 HMEL012380g1.t1 48.164 lac393.63.mRNA 52.132 leptidea_sinapisT00000015728 46.632 KPJ12272.1 51.321 pse53.9
NM_001046740.1 51.542 55.971 cce5896.4.mRNA 52.312 DPOGS200464-TA 40.086 HMEL004469g1.t1 58.066 lac1596.14.mRNA 45.800 leptidea_sinapisT00000000146 49.871 KPJ17419.1 50.745 pse1620.2
NM_001046741.1 51.631 61.000 cce189194.1.mRNA 57.819 DPOGS200910-TA 53.456 HMEL012220g1.t1 58.858 lac85.24.mRNA 61.000 leptidea_sinapisT00000010734 55.636 KPJ11798.1 55.417 pse2620.17
NM_001046744.1 51.138 43.206 cce1911.5.mRNA 57.043 DPOGS209180-TA 45.672 HMEL009752g2.t1 53.856 lac269.33.mRNA 56.511 leptidea_sinapisT00000017130 56.118 KPJ19843.1 50.632 pse1425.13
NM_001046745.1 52.792 56.293 cce5955.4.mRNA 51.966 DPOGS209649-TA 57.528 HMEL017060g1.t1 57.692 lac272.3.mRNA 52.118 leptidea_sinapisT00000017129 56.596 KPJ19052.1 61.000 pse1023.4
NM_001046747.1 51.237 43.758 cce8941.1.mRNA 50.698 DPOGS214841-TA 53.580 HMEL007613-RA 55.433 lac85.14.mRNA 49.747 leptidea_sinapisT00000000312 50.442 KPJ17734.1 40.622 pse598.2
NM_001046748.1 52.816 50.966 cce4179.10.mRNA 42.160 DPOGS214099-TA 48.168 HMEL011420g1.t1 55.804 lac66.20.mRNA 48.673 leptidea_sinapisT00000010792 54.925 KPJ11887.1 54.581 pse3458.18
NM_001046749.1 55.419 47.168 cce2640.6.mRNA 48.029 DPOGS201300-TA 48.323 HMEL017251g1.t1 56.859 lac393.1.mRNA 47.187 leptidea_sinapisT00000002848 54.921 KPJ07565.1 57.502 pse619.13
NM_001046752.1 50.160 47.337 cce2835.10.mRNA 52.480 DPOGS213221-TA 46.987 HMEL017079g1.t1 48.476 lac1127.8.mRNA 44.596 leptidea_sinapisT00000014507 46.526 KPJ12847.1 46.709 pse2973.21
NM_001046754.1 44.429 41.194 cce1369.24.mRNA 44.848 DPOGS201848-TA 41.814 HMEL013092g1.t1 47.765 lac1703.31.mRNA 61.000 leptidea_sinapisT00000014872 42.876 KPJ13270.1 50.196 pse2534.8
NM_001046755.1 52.947 56.488 cce1433.4.mRNA 51.622 DPOGS209082-TA 55.360 HMEL010472g2.t1 57.833 lac422.22.mRNA 56.604 leptidea_sinapisT00000011295 52.175 KPJ18326.1 56.291 pse1756.7
NM_001046757.1 44.661 39.668 cce12716.4.mRNA 49.836 DPOGS206534-TA 36.681 HMEL002289g1.t1 45.556 lac66.100.mRNA 48.233 leptidea_sinapisT00000011699 41.975 KPJ15138.1 45.528 pse165.54
NM_001046758.1 58.876 51.786 cce123.2.mRNA 53.760 DPOGS204808-TA 55.484 HMEL014395g1.t1 53.988 lac834.17.mRNA 50.608 leptidea_sinapisT00000005972 55.818 KPJ15790.1 53.212 pse2565.3
